age,id,workclass,education,marital-status,occupation,relationship,race,sex,native-country,target
47,tr29045, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
40,tr29046, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
20,tr29047, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
75,tr29048, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
25,tr29049, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
47,tr29050, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
29,tr29051, Self-emp-not-inc, Assoc-acdm, Widowed, Sales, Unmarried, White, Female, United-States, >50K
34,tr29052, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
45,tr29053, State-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
23,tr29054, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
46,tr29055, Private, Assoc-acdm, Widowed, Adm-clerical, Unmarried, White, Female, United-States, <=50K
41,tr29056, State-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Female, United-States, <=50K
29,tr29057, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
17,tr29058, Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male, United-States, <=50K
39,tr29059, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
37,tr29060, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female, United-States, <=50K
34,tr29061, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, ?, <=50K
20,tr29062, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
18,tr29063, ?, HS-grad, Never-married, ?, Own-child, Asian-Pac-Islander, Female, United-States, <=50K
52,tr29064, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
42,tr29065, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female, United-States, <=50K
22,tr29066, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male, Mexico, <=50K
66,tr29067, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
35,tr29068, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
40,tr29069, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, >50K
21,tr29070, Private, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female, United-States, <=50K
51,tr29071, Local-gov, HS-grad, Divorced, Protective-serv, Unmarried, White, Male, United-States, <=50K
34,tr29072, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
24,tr29073, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
43,tr29074, Private, Bachelors, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, United-States, <=50K
34,tr29075, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
42,tr29076, Local-gov, Masters, Never-married, Prof-specialty, Unmarried, White, Female, United-States, <=50K
41,tr29077, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
21,tr29078, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female, United-States, <=50K
64,tr29079, Local-gov, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
24,tr29080, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
23,tr29081, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
29,tr29082, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
44,tr29083, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
28,tr29084, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
33,tr29085, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
35,tr29086, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
41,tr29087, Private, 10th, Married-spouse-absent, Craft-repair, Not-in-family, White, Female, United-States, <=50K
42,tr29088, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male, United-States, >50K
51,tr29089, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
32,tr29090, Private, 11th, Never-married, Other-service, Unmarried, Black, Female, Jamaica, <=50K
37,tr29091, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
18,tr29092, Private, 11th, Never-married, Sales, Own-child, White, Female, United-States, <=50K
24,tr29093, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
29,tr29094, ?, Some-college, Divorced, ?, Unmarried, White, Female, United-States, <=50K
45,tr29095, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
52,tr29096, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
35,tr29097, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
46,tr29098, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
63,tr29099, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Male, United-States, >50K
32,tr29100, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
24,tr29101, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
72,tr29102, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male, Canada, <=50K
35,tr29103, ?, Some-college, Never-married, ?, Unmarried, White, Male, United-States, <=50K
29,tr29104, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
35,tr29105, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
70,tr29106, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
36,tr29107, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
53,tr29108, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male, United-States, >50K
49,tr29109, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
60,tr29110, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
21,tr29111, Private, Some-college, Never-married, Other-service, Own-child, White, Male, Italy, <=50K
42,tr29112, Private, 10th, Never-married, Transport-moving, Not-in-family, Black, Male, United-States, <=50K
25,tr29113, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
32,tr29114, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
25,tr29115, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, ?, <=50K
47,tr29116, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
30,tr29117, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
21,tr29118, ?, Assoc-acdm, Never-married, ?, Own-child, White, Female, United-States, <=50K
38,tr29119, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
34,tr29120, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
37,tr29121, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
56,tr29122, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
52,tr29123, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
23,tr29124, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
29,tr29125, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
45,tr29126, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
23,tr29127, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
45,tr29128, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
30,tr29129, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
45,tr29130, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
24,tr29131, Private, Some-college, Never-married, Other-service, Own-child, White, Female, ?, <=50K
43,tr29132, Private, Masters, Widowed, Exec-managerial, Unmarried, White, Male, United-States, >50K
42,tr29133, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Male, United-States, <=50K
72,tr29134, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
21,tr29135, ?, Some-college, Never-married, ?, Own-child, White, Female, United-States, <=50K
57,tr29136, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
27,tr29137, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
54,tr29138, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
42,tr29139, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
17,tr29140, Private, 9th, Never-married, Other-service, Own-child, Black, Male, United-States, <=50K
48,tr29141, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
39,tr29142, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
41,tr29143, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
50,tr29144, Private, 7th-8th, Married-civ-spouse, Other-service, Wife, White, Female, ?, <=50K
57,tr29145, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
44,tr29146, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
20,tr29147, ?, HS-grad, Never-married, ?, Not-in-family, White, Female, United-States, <=50K
49,tr29148, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
44,tr29149, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, Black, Female, United-States, <=50K
42,tr29150, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
18,tr29151, ?, Some-college, Never-married, ?, Own-child, White, Male, United-States, <=50K
18,tr29152, Private, 12th, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
51,tr29153, Private, HS-grad, Widowed, Tech-support, Unmarried, Black, Female, United-States, <=50K
28,tr29154, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
39,tr29155, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
25,tr29156, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
41,tr29157, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
39,tr29158, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
42,tr29159, Self-emp-not-inc, 11th, Separated, Other-service, Unmarried, White, Female, United-States, <=50K
33,tr29160, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
63,tr29161, ?, 10th, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
47,tr29162, Private, Some-college, Divorced, Sales, Unmarried, White, Female, United-States, >50K
27,tr29163, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
39,tr29164, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
20,tr29165, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
49,tr29166, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
70,tr29167, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
46,tr29168, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
47,tr29169, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
35,tr29170, Private, 9th, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
22,tr29171, ?, Some-college, Never-married, ?, Not-in-family, White, Male, United-States, <=50K
43,tr29172, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
60,tr29173, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, ?, >50K
53,tr29174, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
47,tr29175, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
34,tr29176, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
37,tr29177, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
35,tr29178, Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
23,tr29179, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
29,tr29180, Private, HS-grad, Never-married, Transport-moving, Other-relative, White, Male, United-States, <=50K
23,tr29181, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
35,tr29182, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
18,tr29183, ?, HS-grad, Never-married, ?, Own-child, White, Female, United-States, <=50K
27,tr29184, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
56,tr29185, ?, Some-college, Divorced, ?, Not-in-family, White, Female, United-States, <=50K
40,tr29186, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
31,tr29187, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
18,tr29188, Private, Some-college, Never-married, Sales, Unmarried, White, Male, United-States, <=50K
25,tr29189, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
36,tr29190, Private, Some-college, Never-married, Protective-serv, Unmarried, Black, Female, United-States, <=50K
38,tr29191, Private, 10th, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
52,tr29192, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male, United-States, <=50K
23,tr29193, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male, Mexico, <=50K
48,tr29194, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
34,tr29195, ?, HS-grad, Never-married, ?, Unmarried, Black, Female, United-States, <=50K
46,tr29196, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
26,tr29197, Private, HS-grad, Married-spouse-absent, Protective-serv, Not-in-family, White, Male, United-States, <=50K
47,tr29198, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
21,tr29199, ?, Some-college, Never-married, ?, Own-child, White, Female, United-States, <=50K
65,tr29200, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
31,tr29201, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States, <=50K
38,tr29202, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
68,tr29203, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
26,tr29204, Private, Bachelors, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female, Hong, <=50K
42,tr29205, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male, United-States, <=50K
49,tr29206, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
42,tr29207, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female, Philippines, >50K
39,tr29208, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
31,tr29209, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
28,tr29210, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
36,tr29211, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
42,tr29212, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
62,tr29213, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
21,tr29214, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
21,tr29215, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female, Cuba, <=50K
60,tr29216, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
22,tr29217, Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
30,tr29218, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
64,tr29219, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
28,tr29220, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
41,tr29221, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
25,tr29222, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male, United-States, <=50K
27,tr29223, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
40,tr29224, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
58,tr29225, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
31,tr29226, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
50,tr29227, Local-gov, HS-grad, Widowed, Transport-moving, Unmarried, White, Female, United-States, <=50K
27,tr29228, Private, HS-grad, Separated, Handlers-cleaners, Unmarried, White, Male, United-States, <=50K
31,tr29229, ?, HS-grad, Never-married, ?, Own-child, Amer-Indian-Eskimo, Male, United-States, <=50K
50,tr29230, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
33,tr29231, Private, 12th, Never-married, Protective-serv, Own-child, Black, Male, United-States, <=50K
62,tr29232, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
38,tr29233, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, Poland, <=50K
19,tr29234, Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
30,tr29235, Private, 11th, Married-civ-spouse, Other-service, Wife, Black, Female, United-States, <=50K
38,tr29236, Private, Some-college, Divorced, Sales, Own-child, White, Female, United-States, <=50K
42,tr29237, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, >50K
49,tr29238, Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, White, Male, United-States, <=50K
53,tr29239, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
45,tr29240, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, Mexico, >50K
24,tr29241, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female, United-States, <=50K
29,tr29242, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
24,tr29243, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States, <=50K
38,tr29244, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, ?, >50K
25,tr29245, Self-emp-inc, Assoc-voc, Never-married, Transport-moving, Unmarried, White, Male, United-States, <=50K
17,tr29246, ?, 11th, Never-married, ?, Own-child, White, Female, United-States, <=50K
19,tr29247, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
38,tr29248, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
60,tr29249, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
29,tr29250, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
66,tr29251, ?, Some-college, Widowed, ?, Unmarried, Black, Female, United-States, <=50K
28,tr29252, Federal-gov, 10th, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female, United-States, <=50K
36,tr29253, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, Ecuador, >50K
57,tr29254, ?, HS-grad, Married-civ-spouse, ?, Husband, Other, Male, Columbia, <=50K
24,tr29255, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
43,tr29256, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
29,tr29257, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
67,tr29258, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
20,tr29259, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male, United-States, <=50K
21,tr29260, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male, United-States, <=50K
20,tr29261, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
42,tr29262, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
20,tr29263, Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
19,tr29264, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
40,tr29265, Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female, United-States, <=50K
33,tr29266, Private, Some-college, Separated, Other-service, Unmarried, Black, Female, United-States, <=50K
36,tr29267, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female, United-States, <=50K
43,tr29268, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Male, United-States, >50K
41,tr29269, Local-gov, HS-grad, Separated, Other-service, Unmarried, Black, Female, United-States, <=50K
34,tr29270, State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
33,tr29271, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other, Male, Japan, >50K
41,tr29272, Private, 1st-4th, Married-civ-spouse, Sales, Husband, White, Male, Mexico, <=50K
28,tr29273, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Male, United-States, <=50K
62,tr29274, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
29,tr29275, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
46,tr29276, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
28,tr29277, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
57,tr29278, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
22,tr29279, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States, <=50K
28,tr29280, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
24,tr29281, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
54,tr29282, Self-emp-not-inc, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male, United-States, >50K
22,tr29283, Private, 11th, Separated, Craft-repair, Not-in-family, White, Male, United-States, <=50K
36,tr29284, State-gov, Bachelors, Never-married, Protective-serv, Unmarried, Black, Female, United-States, <=50K
50,tr29285, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
18,tr29286, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
52,tr29287, State-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
41,tr29288, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male, ?, <=50K
21,tr29289, ?, HS-grad, Never-married, ?, Not-in-family, White, Female, United-States, <=50K
34,tr29290, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, >50K
21,tr29291, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
46,tr29292, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
57,tr29293, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
61,tr29294, Local-gov, Masters, Never-married, Prof-specialty, Unmarried, White, Female, United-States, <=50K
22,tr29295, State-gov, Some-college, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
33,tr29296, ?, 11th, Divorced, ?, Own-child, White, Male, United-States, <=50K
36,tr29297, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
43,tr29298, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
25,tr29299, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female, India, >50K
17,tr29300, Private, 10th, Never-married, Priv-house-serv, Other-relative, White, Male, United-States, <=50K
45,tr29301, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
30,tr29302, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
40,tr29303, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
31,tr29304, Local-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
42,tr29305, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
53,tr29306, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
37,tr29307, Private, 1st-4th, Married-civ-spouse, Transport-moving, Husband, White, Male, Cuba, <=50K
37,tr29308, State-gov, HS-grad, Married-spouse-absent, Other-service, Unmarried, White, Female, United-States, <=50K
54,tr29309, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female, United-States, >50K
36,tr29310, Private, HS-grad, Divorced, Other-service, Own-child, White, Female, United-States, <=50K
46,tr29311, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
46,tr29312, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
17,tr29313, Private, 11th, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
42,tr29314, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male, United-States, <=50K
37,tr29315, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
29,tr29316, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
54,tr29317, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
38,tr29318, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
46,tr29319, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
24,tr29320, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
57,tr29321, Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, Portugal, <=50K
