workclass,id,education,marital-status,occupation,relationship,race,sex,native-country,target
 Private,tr25179, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, Nicaragua, <=50K
 Private,tr25180, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Federal-gov,tr25181, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
 State-gov,tr25182, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 ?,tr25183, HS-grad, Widowed, ?, Not-in-family, White, Female, United-States, <=50K
 Private,tr25184, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private,tr25185, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
 Private,tr25186, 11th, Never-married, Other-service, Other-relative, White, Female, United-States, <=50K
 Local-gov,tr25187, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female, United-States, >50K
 Private,tr25188, Assoc-voc, Divorced, Sales, Not-in-family, White, Male, United-States, <=50K
 Private,tr25189, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, Mexico, <=50K
 Private,tr25190, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male, United-States, <=50K
 Self-emp-not-inc,tr25191, Assoc-voc, Divorced, Other-service, Unmarried, White, Female, United-States, <=50K
 Private,tr25192, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male, Jamaica, <=50K
 Local-gov,tr25193, HS-grad, Divorced, Other-service, Not-in-family, Black, Female, United-States, <=50K
 Local-gov,tr25194, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
 Private,tr25195, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
 Private,tr25196, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private,tr25197, HS-grad, Separated, Other-service, Unmarried, Black, Female, United-States, <=50K
 Private,tr25198, Some-college, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Private,tr25199, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female, United-States, <=50K
 State-gov,tr25200, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private,tr25201, Some-college, Separated, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Local-gov,tr25202, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, >50K
 Private,tr25203, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private,tr25204, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Private,tr25205, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female, Germany, <=50K
 Self-emp-inc,tr25206, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, Iran, >50K
 Private,tr25207, Some-college, Separated, Sales, Unmarried, White, Female, United-States, <=50K
 Private,tr25208, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private,tr25209, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 ?,tr25210, Some-college, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
 Local-gov,tr25211, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
 Private,tr25212, Bachelors, Never-married, Other-service, Own-child, Black, Female, United-States, <=50K
 Private,tr25213, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private,tr25214, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private,tr25215, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Private,tr25216, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 Private,tr25217, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 State-gov,tr25218, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
 Self-emp-not-inc,tr25219, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, >50K
 Self-emp-inc,tr25220, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr25221, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Female, United-States, <=50K
 State-gov,tr25222, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private,tr25223, Assoc-voc, Widowed, Exec-managerial, Unmarried, White, Female, United-States, <=50K
 Private,tr25224, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr25225, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 ?,tr25226, HS-grad, Separated, ?, Unmarried, Black, Female, United-States, <=50K
 Private,tr25227, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr25228, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, Vietnam, <=50K
 Private,tr25229, Bachelors, Never-married, Other-service, Not-in-family, White, Male, ?, <=50K
 Private,tr25230, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, Iran, >50K
 Private,tr25231, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
 Private,tr25232, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr25233, HS-grad, Never-married, Sales, Other-relative, Black, Female, United-States, <=50K
 Private,tr25234, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
 Private,tr25235, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr25236, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
 Private,tr25237, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, Germany, <=50K
 Private,tr25238, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 State-gov,tr25239, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
 Private,tr25240, Bachelors, Separated, Prof-specialty, Own-child, Other, Female, United-States, <=50K
 State-gov,tr25241, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
 Private,tr25242, HS-grad, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
 Private,tr25243, HS-grad, Separated, Prof-specialty, Unmarried, Black, Female, United-States, <=50K
 Private,tr25244, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 ?,tr25245, HS-grad, Divorced, ?, Not-in-family, White, Female, United-States, <=50K
 Private,tr25246, 11th, Widowed, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private,tr25247, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female, United-States, <=50K
 Self-emp-not-inc,tr25248, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private,tr25249, 11th, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Private,tr25250, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
 State-gov,tr25251, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr25252, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Female, United-States, >50K
 Private,tr25253, Some-college, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
 Private,tr25254, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr25255, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr25256, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
 ?,tr25257, Some-college, Separated, ?, Not-in-family, White, Female, United-States, <=50K
 ?,tr25258, Some-college, Never-married, ?, Own-child, White, Female, United-States, <=50K
 Private,tr25259, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
 State-gov,tr25260, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private,tr25261, Some-college, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private,tr25262, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States, >50K
 Private,tr25263, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
 Private,tr25264, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
 Private,tr25265, Preschool, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, China, <=50K
 Private,tr25266, Bachelors, Married-civ-spouse, Adm-clerical, Other-relative, White, Female, United-States, <=50K
 Private,tr25267, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
 Self-emp-inc,tr25268, HS-grad, Never-married, Farming-fishing, Own-child, White, Female, United-States, <=50K
 Local-gov,tr25269, Some-college, Married-civ-spouse, Adm-clerical, Wife, Black, Female, United-States, <=50K
 Local-gov,tr25270, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 State-gov,tr25271, Assoc-voc, Widowed, Exec-managerial, Unmarried, Black, Female, United-States, <=50K
 Private,tr25272, Bachelors, Married-spouse-absent, Tech-support, Unmarried, Black, Female, United-States, <=50K
 Self-emp-inc,tr25273, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, Yugoslavia, >50K
 Private,tr25274, HS-grad, Never-married, Sales, Other-relative, White, Male, United-States, <=50K
 Private,tr25275, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, ?, <=50K
 Self-emp-not-inc,tr25276, HS-grad, Separated, Craft-repair, Unmarried, White, Male, United-States, <=50K
 Self-emp-not-inc,tr25277, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private,tr25278, 7th-8th, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
 Federal-gov,tr25279, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female, United-States, >50K
 Private,tr25280, 9th, Never-married, Handlers-cleaners, Other-relative, Black, Male, United-States, <=50K
 Private,tr25281, HS-grad, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
 Private,tr25282, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private,tr25283, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
 Self-emp-not-inc,tr25284, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
 Private,tr25285, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Self-emp-inc,tr25286, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private,tr25287, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male, United-States, <=50K
 Private,tr25288, Some-college, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
 Private,tr25289, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Private,tr25290, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr25291, Prof-school, Never-married, Sales, Not-in-family, White, Female, United-States, >50K
 Private,tr25292, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private,tr25293, HS-grad, Divorced, Priv-house-serv, Not-in-family, White, Female, United-States, <=50K
 Federal-gov,tr25294, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
 Self-emp-inc,tr25295, 12th, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Private,tr25296, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
 Self-emp-not-inc,tr25297, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Federal-gov,tr25298, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private,tr25299, 11th, Never-married, Sales, Own-child, White, Female, United-States, <=50K
 Self-emp-not-inc,tr25300, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Private,tr25301, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Local-gov,tr25302, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
 Self-emp-not-inc,tr25303, 10th, Divorced, Other-service, Not-in-family, Black, Female, United-States, <=50K
 Self-emp-not-inc,tr25304, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private,tr25305, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
 Local-gov,tr25306, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, >50K
 Private,tr25307, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private,tr25308, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male, Taiwan, <=50K
 Private,tr25309, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
 Private,tr25310, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female, Puerto-Rico, <=50K
 Federal-gov,tr25311, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr25312, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Local-gov,tr25313, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr25314, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr25315, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male, Mexico, <=50K
 Private,tr25316, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr25317, HS-grad, Separated, Other-service, Not-in-family, Black, Male, United-States, <=50K
 Private,tr25318, Some-college, Never-married, Adm-clerical, Own-child, Other, Female, United-States, <=50K
 Self-emp-not-inc,tr25319, Assoc-voc, Never-married, Other-service, Unmarried, White, Female, United-States, <=50K
 Private,tr25320, Masters, Never-married, Tech-support, Not-in-family, White, Male, ?, <=50K
 Federal-gov,tr25321, 11th, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
 Local-gov,tr25322, Some-college, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private,tr25323, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private,tr25324, Some-college, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Self-emp-not-inc,tr25325, 10th, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, <=50K
 Private,tr25326, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private,tr25327, 7th-8th, Separated, Handlers-cleaners, Not-in-family, White, Male, Mexico, <=50K
 Private,tr25328, Bachelors, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
 Private,tr25329, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private,tr25330, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr25331, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr25332, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private,tr25333, HS-grad, Separated, Prof-specialty, Other-relative, Black, Female, United-States, >50K
 Private,tr25334, 10th, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, Mexico, <=50K
 Private,tr25335, Some-college, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male, United-States, >50K
 Local-gov,tr25336, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr25337, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private,tr25338, Some-college, Divorced, Sales, Unmarried, White, Female, United-States, <=50K
 Private,tr25339, HS-grad, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
 Private,tr25340, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Local-gov,tr25341, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male, United-States, <=50K
 State-gov,tr25342, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private,tr25343, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female, United-States, <=50K
 ?,tr25344, HS-grad, Married-civ-spouse, ?, Husband, Black, Male, United-States, <=50K
 ?,tr25345, Some-college, Never-married, ?, Own-child, Asian-Pac-Islander, Female, United-States, <=50K
 Local-gov,tr25346, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
 Private,tr25347, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private,tr25348, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
 Private,tr25349, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, Black, Male, Jamaica, <=50K
 Private,tr25350, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male, United-States, <=50K
 Private,tr25351, 10th, Married-civ-spouse, Sales, Wife, White, Female, United-States, <=50K
 Self-emp-inc,tr25352, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private,tr25353, HS-grad, Divorced, Other-service, Not-in-family, White, Male, United-States, <=50K
 Private,tr25354, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
 Private,tr25355, Bachelors, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
 Private,tr25356, Some-college, Never-married, Sales, Own-child, White, Female, United-States, <=50K
 Self-emp-not-inc,tr25357, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
 Private,tr25358, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr25359, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private,tr25360, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
 Private,tr25361, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private,tr25362, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
 Private,tr25363, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
 Private,tr25364, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
 Federal-gov,tr25365, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private,tr25366, Some-college, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private,tr25367, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr25368, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr25369, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private,tr25370, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
 Federal-gov,tr25371, Bachelors, Never-married, Transport-moving, Other-relative, White, Male, United-States, <=50K
 Private,tr25372, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, Cuba, >50K
 Private,tr25373, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private,tr25374, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr25375, 7th-8th, Never-married, Other-service, Unmarried, White, Female, Mexico, <=50K
 Private,tr25376, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female, United-States, <=50K
 Private,tr25377, 10th, Never-married, Craft-repair, Not-in-family, White, Female, United-States, <=50K
 Self-emp-not-inc,tr25378, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Private,tr25379, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr25380, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Female, United-States, <=50K
 Self-emp-not-inc,tr25381, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr25382, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
 Private,tr25383, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, >50K
 Private,tr25384, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Local-gov,tr25385, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, United-States, <=50K
 Private,tr25386, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private,tr25387, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
 Private,tr25388, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Private,tr25389, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Local-gov,tr25390, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private,tr25391, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
 Private,tr25392, 10th, Never-married, Other-service, Not-in-family, White, Male, Mexico, <=50K
 Private,tr25393, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, Ireland, <=50K
 Private,tr25394, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
 Private,tr25395, HS-grad, Never-married, Sales, Own-child, White, Female, United-States, <=50K
 Self-emp-not-inc,tr25396, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private,tr25397, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Private,tr25398, Masters, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Private,tr25399, 5th-6th, Never-married, Machine-op-inspct, Unmarried, White, Female, Mexico, <=50K
 Private,tr25400, Masters, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 Private,tr25401, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private,tr25402, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private,tr25403, Some-college, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Private,tr25404, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private,tr25405, Masters, Never-married, Prof-specialty, Other-relative, White, Female, United-States, <=50K
 Private,tr25406, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female, Germany, <=50K
 Private,tr25407, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
 Private,tr25408, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
 Private,tr25409, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Self-emp-not-inc,tr25410, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, United-States, <=50K
 Private,tr25411, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male, United-States, <=50K
 Local-gov,tr25412, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Self-emp-not-inc,tr25413, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr25414, Some-college, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Private,tr25415, HS-grad, Divorced, Craft-repair, Own-child, White, Male, United-States, <=50K
 Private,tr25416, HS-grad, Married-spouse-absent, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Private,tr25417, 11th, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Private,tr25418, 10th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male, ?, <=50K
 Private,tr25419, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States, <=50K
 State-gov,tr25420, HS-grad, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
 Local-gov,tr25421, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr25422, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr25423, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Private,tr25424, HS-grad, Separated, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Private,tr25425, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States, >50K
 Private,tr25426, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
 Private,tr25427, Bachelors, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
 Private,tr25428, 10th, Never-married, Farming-fishing, Other-relative, White, Male, Mexico, <=50K
 Private,tr25429, 1st-4th, Never-married, Other-service, Unmarried, White, Female, El-Salvador, <=50K
 Private,tr25430, HS-grad, Married-civ-spouse, Sales, Wife, White, Female, United-States, <=50K
 ?,tr25431, Some-college, Never-married, ?, Not-in-family, White, Male, United-States, <=50K
 Private,tr25432, Assoc-voc, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Female, United-States, <=50K
 Private,tr25433, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Self-emp-inc,tr25434, Some-college, Divorced, Exec-managerial, Unmarried, White, Male, United-States, >50K
 Private,tr25435, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female, United-States, <=50K
 Private,tr25436, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, Cuba, <=50K
 Private,tr25437, Bachelors, Never-married, Exec-managerial, Own-child, White, Female, United-States, <=50K
 Private,tr25438, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
 Private,tr25439, 11th, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Private,tr25440, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male, United-States, <=50K
 Federal-gov,tr25441, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr25442, HS-grad, Divorced, Tech-support, Not-in-family, White, Female, United-States, <=50K
 Private,tr25443, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male, United-States, <=50K
 Private,tr25444, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
 ?,tr25445, 11th, Never-married, ?, Own-child, Black, Male, United-States, <=50K
 Private,tr25446, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male, Philippines, <=50K
 Private,tr25447, 10th, Never-married, Sales, Other-relative, White, Male, United-States, <=50K
 Private,tr25448, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female, United-States, >50K
 Self-emp-inc,tr25449, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr25450, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private,tr25451, Bachelors, Separated, Sales, Not-in-family, White, Male, United-States, >50K
 Federal-gov,tr25452, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
 Private,tr25453, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, ?, <=50K
 Private,tr25454, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
 Private,tr25455, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, El-Salvador, <=50K
 Local-gov,tr25456, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
